Project,Location,z [m],qc [MPa],qt [MPa],fs [MPa],u2 [MPa],Qt [-],Fr [%],Bq [-],Ic [-],Vertical total stress [kPa],Vertical effective stress [kPa],Void ratio from CPT [-],Total unit weight [kN/m3],Vs [m/s]
HKN,HKN56-SCPT,22.48,18.71636,18.81014768,0.163956,0.223304,88.38218959,0.893133669,-0.000387445,1.836201862,438.36,207.94,0.433329316,19.5,257.6533388
HKN,HKN56-SCPT,23.98,24.05632,24.15588856,0.19629808,0.237068,106.7704815,0.827447397,-0.000369023,1.735945122,467.61,221.815,0.395091847,19.5,264.82
HKN,HKN56-SCPT,25.47,25.24084615,25.34677015,0.196135192,0.2522,105.4945815,0.789549076,-0.00035742,1.71932244,496.665,235.5975,0.385454541,19.5,286.52
HKN,HKN56-SCPT,26.98,33.54296,33.6550664,0.24631396,0.26692,132.7541299,0.743400345,-0.000290569,1.609632719,526.11,249.565,0.342819969,19.5,306.01155
HKN,HKN56-SCPT,28.49,23.99892308,24.11758762,0.194838385,0.282534615,89.40767836,0.827176416,-0.000403222,1.785744599,555.555,263.5325,0.36948164,19.5,291.66
HKN,HKN56-SCPT,29.96,29.27912,29.40206744,0.231004476,0.292732,104.01081,0.794323005,-0.00049683,1.434534872,584.22,277.13,0.337173228,19.5,288.06652
HKN,HKN48-SCPT-A,5.47,16.40384615,16.42799777,0.127785769,0.057503846,322.0212424,0.782380791,0.000090135,1.577906107,106.665,50.5975,0.7436356,19.5,216.3811261
HKN,HKN48-SCPT-A,6.47,38.26665385,38.29602962,0.207368039,0.069942308,636.6578157,0.549243833,9.81E-05,1.25468696,126.165,59.8475,0.610212643,19.5,200.2249611
HKN,HKN48-SCPT-A,7.47,35.60588462,35.62959523,0.210135846,0.056453846,515.3946307,0.598336915,-0.000491606,1.318473863,145.665,69.0975,0.581832697,19.5,297.14
HKN,HKN48-SCPT-A,8.48,38.63548,38.67314728,0.24405204,0.089684,490.9494594,0.63403799,7.18E-05,1.324498129,165.36,78.44,0.530622161,19.5,269.58
HKN,HKN48-SCPT-A,9.45,41.53823077,41.578827,0.254765654,0.096657692,473.57531,0.6157564,-6.81E-06,1.306676232,184.275,87.4125,0.504062212,19.5,285.963935
HKN,HKN48-SCPT-A,10.47,41.27342308,41.31576231,0.237674846,0.100807692,424.773275,0.580177166,-0.000154268,1.297297369,204.165,96.8475,0.500061101,19.5,270.42117
HKN,HKN48-SCPT-A,11.47,36.15746154,36.20172308,0.232903731,0.105384615,339.2147199,0.647477556,-0.000337681,1.384783321,223.665,106.0975,0.486637083,19.5,304.7290944
HKN,HKN48-SCPT-A,12.47,32.53288462,32.58674315,0.213324231,0.128234615,280.2476465,0.659982881,1.46E-06,1.434853905,243.165,115.3475,0.487188018,19.5,221.5666096
HKN,HKN48-SCPT-A,13.47,33.48084615,33.54106446,0.231964539,0.143376923,267.2072807,0.696853917,0.000158695,1.454477472,262.665,124.5975,0.460148805,19.5,287.82
HKN,HKN48-SCPT-A,14.48,16.47224,16.53351632,0.15643736,0.145896,121.2738847,0.962962084,-0.000155585,1.798440689,282.36,133.94,0.515138691,19.5,232.515509
HKN,HKN48-SCPT-A,15.47,16.42592308,16.49159008,0.119630692,0.15635,113.0701183,0.743956222,-0.000150453,1.736768136,301.665,143.0975,0.550631434,19.5,203.475909
HKN,HKN48-SCPT-A,16.48,10.97764,11.0476036,0.10478608,0.16658,70.38703062,0.976786828,-0.000223647,1.977513734,321.36,152.44,0.56308791,19.5,221.9166247
HKN,HKN48-SCPT-A,17.47,11.4835,11.55837631,0.124678039,0.178276923,69.40823485,1.111622293,-7.05E-05,2.013448548,340.665,161.5975,0.521429306,19.5,202.34
HKN,HKN48-SCPT-A,18.48,9.45884,9.53781344,0.09220572,0.188032,53.71504855,1.004167459,-0.000140471,2.075046535,360.36,170.94,0.565887573,19.5,218.63
HKN,HKN48-SCPT-A,19.48,8.1686,8.25275624,0.07882364,0.200372,43.70093661,1.001413727,8.93E-05,2.148398499,379.86,180.19,0.584620022,19.5,203.8213119
HKN,HKN48-SCPT-A,20.98,10.3506,10.44045816,0.09170236,0.213948,51.71234517,0.915216641,-0.000106331,2.053432835,409.11,194.065,0.543597425,19.5,257.8
HKN,HKN48-SCPT-A,22.48,13.79932,13.89507664,0.11904912,0.227992,64.74916326,0.886914329,-0.000178777,1.952373996,438.36,207.94,0.486229177,19.5,233.1052436
HKN,HKN48-SCPT-A,23.36,14.65476,14.75411016,0.11445095,0.236548,66.13007106,0.84281847,-0.000193353,1.554829808,455.52,216.08,0.48656422,19.5,270.66
HKN,HKN48-SCPT,5.49,20.83865385,20.86159715,0.160476923,0.054626923,407.6052115,0.771481472,-7.82E-05,1.508689011,107.055,50.7825,0.696370992,19.5,217.7989929
HKN,HKN48-SCPT,6.54,33.39776,33.425816,0.18268644,0.0668,550.0297477,0.54878305,-6.69E-06,1.292861932,127.53,60.495,0.632949984,19.5,218.7710732
HKN,HKN48-SCPT,7.47,25.88915385,25.92042608,0.159152769,0.074457692,373.079117,0.617236545,-8.51E-05,1.415606245,145.665,69.0975,0.634056089,19.5,269.0827624
HKN,HKN48-SCPT,8.47,38.32815385,38.36697962,0.226275846,0.092442308,487.8900507,0.592411073,0.000147373,1.304796945,165.165,78.3475,0.54419563,19.5,255.3969087
HKN,HKN47-SCPT-A,5.48,34.86184,34.886452,0.21066436,0.0586,686.2492152,0.605964076,6.98E-05,1.294782323,106.86,50.69,0.639542607,19.5,265.6221953
HKN,HKN41-SCPT-D,5.48,6.20216,6.22647968,0.04547736,0.057904,120.726836,0.741392909,0.000290839,1.86196906,106.86,50.69,0.990687475,19.5,208.09
HKN,HKN41-SCPT-D,6.48,12.74684,12.77141336,0.08920984,0.058508,210.9566834,0.705841318,-0.000621221,1.648405432,126.36,59.94,0.784482296,19.5,194.54
HKN,HKN41-SCPT-D,7.47,30.84834615,30.87299531,0.210811154,0.058688462,444.1690589,0.677928507,-0.000572943,1.39451979,145.665,69.0975,0.586185192,19.5,229.86
HKN,HKN41-SCPT-D,8.48,16.8756,16.89458064,0.1632802,0.045192,213.7933762,0.984468153,-0.002777665,1.70070482,165.36,78.44,0.605528216,19.5,226.95
HKN,HKN41-SCPT-D,9.55,30.97092308,31.00481062,0.220220962,0.080684615,348.7626287,0.715345598,-0.000561952,1.438878177,186.225,88.3375,0.528293335,19.5,211.44
HKN,HKN41-SCPT-D,10.57,14.06746154,14.11374069,0.119808269,0.110188462,142.3249389,0.860841212,0.000133171,1.754483557,206.115,97.7725,0.621944893,19.5,219.17
HKN,HKN41-SCPT-D,11.49,14.55861538,14.60854046,0.126192769,0.118869231,135.3347533,0.876729646,7.72E-05,1.7638645,224.055,106.2825,0.596448157,19.5,223.27
HKN,HKN41-SCPT-D,12.49,21.68815385,21.73614692,0.172004923,0.114269231,185.8419341,0.804033031,-0.000663691,1.624689818,243.555,115.5325,0.524540673,19.5,223.36
HKN,HKN41-SCPT-D,13.53,19.82292308,19.88113992,0.159412192,0.138611539,156.8873944,0.810180267,-5.35E-06,1.672750384,263.835,125.1525,0.52583811,19.5,220.41
HKN,HKN41-SCPT-D,14.47,24.70823077,24.76725208,0.186737385,0.140526923,182.9902182,0.764189347,-0.00031913,1.591887183,282.165,133.8475,0.484759709,19.5,229.77
HKN,HKN41-SCPT-D,15.48,15.92728,15.99481936,0.13169448,0.160808,109.6119802,0.841165437,0.000137011,1.783262758,301.86,143.19,0.533370342,19.5,270.45
HKN,HKN41-SCPT-D,16.5,23.62584,23.6715192,0.19371848,0.10876,153.1750469,0.836889372,-0.002941408,1.659409544,321.75,152.625,0.459508774,19.5,259.05
HKN,HKN41-SCPT-D,17.47,39.30592308,39.365219,0.2657475,0.141180769,241.5336944,0.681432198,-0.000971216,1.43685613,340.665,161.5975,0.397114531,19.5,236.55
HKN,HKN41-SCPT-D,18.47,30.2625,30.32622208,0.199765077,0.151719231,175.6024964,0.666224034,-0.001232342,1.529475215,360.165,170.8475,0.435393162,19.5,269.08
HKN,HKN41-SCPT-D,19.47,11.79623077,11.870196,0.113103539,0.176107692,63.80272923,0.984918221,-0.001955033,1.998358782,379.665,180.0975,0.520553166,19.5,283.1
HKN,HKN41-SCPT-D,20.48,18.28984,18.37613992,0.13443648,0.205476,94.94224954,0.748648612,-0.000188883,1.767169892,399.36,189.44,0.482094949,19.5,224.68
HKN,HKN41-SCPT-D,21.96,40.15052,40.19425712,0.24485464,0.104136,195.7325918,0.617955154,-0.003022679,1.438155069,428.22,203.13,0.374564136,19.5,330.99
HKN,HKN41-SCPT-D,23.47,9.652269231,9.668070923,0.140673846,0.037623077,42.37714969,1.750570425,-0.029383078,2.307342847,457.665,217.0975,0.453527203,19.5,234.4
HKN,HKN41-SCPT-D,24.96,17.7926,17.89344872,0.12976312,0.240116,75.36008331,0.748806005,-0.000876707,1.835004794,486.72,230.88,0.454891944,19.5,296.93
HKN,HKN41-SCPT-D,26.45,29.90511538,30.01390669,0.223658385,0.259026923,120.5030599,0.762054837,-0.000358256,1.655930518,515.775,244.6625,0.360329423,19.5,324.48
HKN,HKN41-SCPT-D,27.96,22.68928,22.77149416,0.19472536,0.195748,85.96091009,0.874566317,-0.004241237,1.819619921,545.22,258.63,0.373439431,19.5,275.27
HKN,HKN41-SCPT-D,29.5,18.36652,18.42759742,0.146406211,0.270370833,65.4333393,0.837590247,-0.001690054,1.454733489,575.25,272.875,0.408462099,19.5,278.41
HKN,HKN38-SCPT,5.48,11.6672,11.69086784,0.10847492,0.056352,228.6860975,0.936378001,1.57E-05,1.725992911,106.86,50.69,0.777612205,19.5,171.1178877
HKN,HKN38-SCPT,6.49,9.611884615,9.636643615,0.105709308,0.05895,158.9475673,1.114183772,-0.000962826,1.860626011,126.555,60.0325,0.749903388,19.5,218.5187727
HKN,HKN38-SCPT,7.47,14.72526923,14.75478877,0.114993039,0.070284615,211.5379464,0.787561487,-0.000426624,1.655271837,145.665,69.0975,0.698942056,19.5,229.9443528
HKN,HKN38-SCPT,8.48,15.49744,15.53241928,0.11767928,0.083284,196.0154535,0.765004111,-0.00023699,1.651691591,165.36,78.44,0.668791489,19.5,231.3695429
HKN,HKN38-SCPT,9.48,13.49324,13.5337616,0.1118512,0.09648,152.1607839,0.844735115,-5.04E-05,1.742179964,184.86,87.69,0.656740664,19.5,255.8325002
HKN,HKN38-SCPT,10.47,13.70811538,13.75274846,0.104338077,0.106269231,139.8312636,0.773579181,-7.48E-05,1.730507797,204.165,96.8475,0.650744673,19.5,231.6076517
HKN,HKN38-SCPT,11.48,12.0018,12.05094672,0.10054888,0.117016,111.4146637,0.849074498,-5.40E-05,1.821047728,223.86,106.19,0.640443442,19.5,286.6829028
HKN,HKN38-SCPT,12.47,16.45338462,16.47746354,0.126255077,0.057330769,140.6450228,0.79365587,-0.004242183,1.711630992,243.165,115.3475,0.580296345,19.5,256.6786889
HKN,HKN38-SCPT,13.47,20.42638462,20.47551815,0.143011692,0.116984615,162.1313078,0.713020195,-0.001075453,1.62028761,262.665,124.5975,0.543840329,19.5,287.1649794
HKN,HKN38-SCPT,14.48,20.60388,20.6595552,0.14250712,0.13256,152.0256421,0.700641357,-0.000759653,1.627554214,282.36,133.94,0.53189429,19.5,305.2174444
HKN,HKN38-SCPT,15.47,27.26157692,27.31925423,0.177243885,0.137326923,188.5283244,0.670570197,-0.000780787,1.533554219,301.665,143.0975,0.482085196,19.5,305.4077218
HKN,HKN38-SCPT,16.11,44.57992308,44.61192546,0.271741682,0.076196154,297.1228741,0.6249958,-0.00203419,1.153035223,314.145,149.0175,0.406568796,19.5,325.833048
HKN,HKN36-SCPT,5.48,10.25452,10.2783676,0.1066628,0.05678,212.3275472,1.048339048,6.01E-05,1.786316373,104.12,47.95,0.793933553,19,217.2385148
HKN,HKN36-SCPT,6.48,11.26984,11.29707784,0.11577,0.064852,196.9913969,1.03590867,-0.000144995,1.782296705,123.12,56.7,0.739222331,19,219.08
HKN,HKN36-SCPT,7.48,14.78984,14.82168104,0.13476164,0.075812,224.0567776,0.919734687,-5.73E-05,1.690672413,142.12,65.45,0.677638852,19,233.16
HKN,HKN36-SCPT,8.48,18.84876,18.88282872,0.1714944,0.081116,252.4311859,0.916231418,-0.00031058,1.636329032,161.12,74.2,0.605369333,19,255.47
HKN,HKN36-SCPT,9.48,14.42028,14.45957688,0.11945604,0.093564,171.969078,0.84146622,-0.000256815,1.711344307,180.12,82.95,0.654014126,19,231.47
HKN,HKN36-SCPT,10.47,17.609,17.65289,0.165046346,0.1045,190.6790485,0.944118509,-0.000160909,1.69897764,198.93,91.6125,0.573847283,19,246.83
HKN,HKN36-SCPT,11.47,21.67388462,21.72144638,0.214061346,0.113242308,214.1505235,0.994127908,-0.000199727,1.667190731,217.93,100.3625,0.510893013,19,262.88
HKN,HKN36-SCPT,12.47,25.08123077,25.13175838,0.266397808,0.120303846,228.5251412,1.069879653,-0.000309981,1.663650347,236.93,109.1125,0.460666794,19,313.56
HKN,HKN36-SCPT,13.48,18.22012,18.27529288,0.19273836,0.131364,152.8847011,1.069368242,-0.000380718,1.772184006,256.12,117.95,0.50083093,19,244.026464
HKN,HKN36-SCPT,14.48,11.72084,11.78233808,0.12324908,0.146424,90.93668835,1.071680794,-0.000166142,1.93702355,275.12,126.7,0.568531563,19,258.95
HKN,HKN36-SCPT,15.48,14.88656,14.95163312,0.14573148,0.154936,108.241356,0.99388254,-0.000254866,1.844511662,294.12,135.45,0.525126045,19,254.96
HKN,HKN36-SCPT,16.48,15.02544,15.09526248,0.1579806,0.166244,102.5754149,1.073768794,-0.000178855,1.879760034,313.12,144.2,0.500364066,19,273.52
HKN,HKN36-SCPT,17.48,10.846,10.91977216,0.13996396,0.175648,69.20743186,1.322318325,-0.000326455,2.070844062,332.12,152.95,0.511011864,19,284.69
HKN,HKN36-SCPT,18.48,16.30092,16.37829072,0.14312912,0.184216,99.1510175,0.893140878,-0.000325012,1.8220331,351.12,161.7,0.497460176,19,275.12
HKN,HKN36-SCPT,19.47,15.88176923,15.96343662,0.136924154,0.194446154,91.51664135,0.877828452,-0.000327359,1.839969025,369.93,170.3625,0.496668077,19,286.41
HKN,HKN36-SCPT,20.97,17.60384615,17.68640362,0.136622808,0.196565385,94.19855588,0.79757038,-0.001035868,1.796619326,398.43,183.4875,0.485934867,19,287.6548643
HKN,HKN36-SCPT,21.65,25.50430769,25.58367315,0.167754,0.188965385,132.5814732,0.696835447,-0.001195693,1.588619829,411.35,189.4375,0.45172979,19,287.7756875
HKN,HKN31-SCPT,5.48,2.27492,2.60057624,0.05585832,0.775372,49.0894748,2.203105206,0.285218338,2.412709883,106.86,50.69,0.946443935,19.5,227.0924433
HKN,HKN31-SCPT,6.53,2.862961539,3.468462615,0.088643423,1.441669231,55.2560879,2.65721099,0.411139215,2.417512991,127.335,60.4025,0.784406338,19.5,229.4609368
HKN,HKN31-SCPT,7.51,2.986923077,3.420904231,0.112228346,1.033288462,47.1727375,3.432903183,0.292030127,2.529212007,146.445,69.4675,0.702829123,19.5,210.116794
HKN,HKN31-SCPT,9.48,1.539153846,1.786587154,0.085169654,0.589126923,18.28910256,5.455763292,0.30697916,2.951873039,184.86,87.69,0.711813937,19.5,243.1722835
HKN,HKN31-SCPT,10.48,2.018153846,2.486523308,0.089756577,1.115165385,23.49264278,4.01526435,0.431128652,2.782301706,204.36,96.94,0.680417967,19.5,202.7256239
HKN,HKN31-SCPT,11.48,3.008692308,3.834433308,0.126312731,1.96605,33.99639803,3.499073517,0.511984957,2.619158068,223.86,106.19,0.595528732,19.5,256.4852968
HKN,HKN31-SCPT,12.48,6.972769231,7.114020077,0.180579615,0.336311539,59.42146017,2.870811453,0.040407842,2.3604858,243.36,115.44,0.520200445,19.5,271.0237164
HKN,HKN31-SCPT,13.47,6.0718,6.53387728,0.23676116,1.100184,50.32240898,3.798707064,0.1547313,2.513469475,262.665,124.5975,0.456944184,19.5,257.0147969
HKN,HKN31-SCPT,14.47,8.48532,8.68477968,0.17827556,0.474904,62.68796534,2.321217243,0.049328967,2.26264398,282.165,133.8475,0.499039507,19.5,222.0237424
HKN,HKN31-SCPT,15.47,8.923,9.07570864,0.13205216,0.363592,61.18482293,1.805499069,0.034858113,2.158154268,301.665,143.0975,0.550601411,19.5,271.2683353
HKN,HKN27-SCPT,5.48,37.13161538,37.15439069,0.164727615,0.054226923,730.6932359,0.445849722,-5.20E-05,1.18381197,106.86,50.69,0.688836437,19.5,208.99
HKN,HKN27-SCPT,6.48,31.08553846,31.10720885,0.175158,0.051596154,518.5931854,0.591669443,-0.000475099,1.326946297,126.36,59.94,0.645599417,19.5,231.6
HKN,HKN27-SCPT,7.47,30.28972,30.3206824,0.16594924,0.07372,436.5699692,0.550295686,-9.35E-05,1.335238443,145.665,69.0975,0.625759797,19.5,229.0951709
HKN,HKN27-SCPT,8.48,34.93461538,34.96935262,0.178429231,0.082707692,444.2544278,0.513397263,-0.000121414,1.28686165,165.36,78.44,0.587528735,19.5,219.7745835
HKN,HKN27-SCPT,9.48,7.992615385,8.033056539,0.070793885,0.096288462,90.05751172,0.936714283,-3.61E-05,1.972061378,184.86,87.69,0.761672082,19.5,219.01
HKN,HKN27-SCPT,10.48,4.176423077,4.221534308,0.041060692,0.107407692,41.48553303,1.022841309,-0.000003476,2.227550401,204.36,96.94,0.851921542,19.5,220.8467214
HKN,HKN27-SCPT,11.48,11.25107692,11.29930908,0.08334,0.114838462,104.1638686,0.757338929,-0.000251973,1.814526516,223.86,106.19,0.677151363,19.5,226.37
HKN,HKN27-SCPT,12.48,16.82676923,16.87272369,0.111689,0.109415385,143.9110575,0.671416963,-0.001158269,1.657909612,243.36,115.44,0.604317349,19.5,221.5690942
HKN,HKN27-SCPT,13.47,17.90144,17.9542004,0.12088596,0.12562,141.8520836,0.685658414,-0.00067954,1.656541103,262.665,124.5975,0.574269877,19.5,232.2143906
HKN,HKN27-SCPT,14.47,23.48692,23.53177432,0.15121444,0.106796,173.5865675,0.649427426,-0.001753369,1.560532407,282.165,133.8475,0.52182504,19.5,245.94
HKN,HKN27-SCPT,15.47,17.63096,17.68151624,0.11628636,0.120372,121.3650718,0.669468168,-0.002225228,1.683573528,301.665,143.0975,0.557056396,19.5,244.1967217
HKN,HKN27-SCPT,16.48,23.76388462,23.75951823,0.151240385,-0.010396154,153.684829,0.651920108,-0.007345919,1.580490409,321.36,152.44,0.498974342,19.5,251.08
HKN,HKN27-SCPT,17.47,19.03836,19.09413096,0.14703104,0.132788,116.0050908,0.784564981,-0.002462991,1.728982822,340.665,161.5975,0.493638109,19.5,244.4330344
HKN,HKN27-SCPT,18.47,18.2124,18.28199064,0.13684328,0.165692,104.8576144,0.764731094,-0.001303883,1.749177141,360.165,170.8475,0.495784762,19.5,244.6149533
HKN,HKN27-SCPT,19.47,22.42648,22.49980192,0.17138276,0.174576,122.8701254,0.776910119,-0.001135567,1.691035741,379.665,180.0975,0.449549982,19.5,244.7829253
HKN,HKN27-SCPT,20.97,28.40848,28.46499352,0.19790928,0.134556,144.647721,0.705576783,-0.002868148,1.59291398,408.915,193.9725,0.414251955,19.5,257.556525
HKN,HKN27-SCPT,22.83,29.06552,29.11752633,0.211245895,0.149566667,135.8313943,0.739281213,-0.00294476,1.231030205,445.185,211.1775,0.391217328,19.5,287.6989703
HKN,HKN26-SCPT,5.49,4.890384615,4.914681615,0.043305539,0.05785,95.05426235,0.902922559,0.000332336,1.98963632,107.055,50.7825,1.001374998,19.5,183.6942904
HKN,HKN26-SCPT,6.49,5.304269231,5.332953615,0.050189269,0.068296154,86.78334152,0.964073608,0.000340732,2.010712847,126.555,60.0325,0.918845697,19.5,200.4729181
HKN,HKN26-SCPT,7.47,4.489153846,4.522175539,0.044850615,0.078623077,63.43302134,1.025828811,0.000474846,2.114226371,145.665,69.0975,0.91202048,19.5,178.5005727
HKN,HKN26-SCPT,8.47,3.352,3.390105308,0.037405385,0.090726923,41.12165245,1.158544409,0.001222153,2.278894599,165.165,78.3475,0.92726826,19.5,231.0662599
HKN,HKN26-SCPT,9.48,5.14356,5.17937424,0.04505436,0.085272,57.06584807,0.909774109,-0.002023318,2.098149381,184.86,87.69,0.854348728,19.5,286.0616699
HKN,HKN26-SCPT,10.47,8.608692308,8.652574231,0.082860846,0.104480769,87.25998428,0.980739838,-0.000336658,1.954743557,204.165,96.8475,0.69689809,19.5,256.1374375
HKN,HKN26-SCPT,11.47,9.097692308,9.143677462,0.082007346,0.109488462,84.07416942,0.919563284,-0.000906174,1.939249476,223.665,106.0975,0.680059904,19.5,245.71
HKN,HKN26-SCPT,12.47,14.96169231,14.989443,0.124514269,0.066073077,127.5226316,0.842372728,-0.004179521,1.769934627,243.165,115.3475,0.588708448,19.5,221.7457032
HKN,HKN26-SCPT,13.47,19.47103846,19.46277092,0.1769125,-0.019684615,154.0372139,0.924021261,-0.008198155,1.715243991,262.665,124.5975,0.506335723,19.5,244.65
HKN,HKN26-SCPT,14.47,22.05911538,22.09355862,0.1941965,0.082007692,162.9721496,0.890445088,-0.003040209,1.67683799,282.165,133.8475,0.477680701,19.5,256.9957593
HKN,HKN26-SCPT,15.47,23.33930769,23.37370085,0.19554104,0.081888462,161.2418132,0.847238503,-0.00332334,1.591635477,301.665,143.0975,0.465493828,19.5,273.47
HKN,HKN26-SCPT,16.47,18.859,18.92516292,0.143144615,0.157530769,122.1436768,0.769599654,-0.000607514,1.711806922,321.165,152.3475,0.507876235,19.5,287.5078822
HKN,HKN26-SCPT,17.46,26.33764,26.39793856,0.18364616,0.143568,161.3693971,0.705003546,-0.001376049,1.581166349,340.47,161.505,0.456310711,19.5,298.57
HKN,HKN26-SCPT,18.47,21.12976923,21.18108838,0.149417346,0.122188462,121.8036535,0.722968875,-0.00339916,1.677893641,360.165,170.8475,0.480746246,19.5,287.6918831
HKN,HKN26-SCPT,19.47,24.44080769,24.51076838,0.163488462,0.166573077,134.0738671,0.676877072,-0.001325204,1.61841781,379.665,180.0975,0.458016728,19.5,287.5810817
HKN,HKN26-SCPT,20.98,21.8486,21.9349688,0.1504224,0.20564,110.8616769,0.701570105,-0.00043371,1.687610971,409.11,194.065,0.458596756,19.5,287.7934252
HKN,HKN26-SCPT,22.47,24.07415,24.24181968,0.175885786,0.204457895,114.9276451,0.723038728,-0.001049022,1.166319682,436.98525,207.287875,0.422864289,19.5,326.1827504
HKN,HKN25-SCPT,5.48,9.98136,9.98011008,0.09483,-0.002976,194.4192153,0.986492893,-0.005692272,1.783999749,106.86,50.69,0.808867695,19.5,183.8156898
HKN,HKN25-SCPT,6.48,9.58184,9.60349016,0.10335416,0.051548,158.7422304,1.088614695,-0.001724399,1.858273336,126.36,59.94,0.755302415,19.5,209.3735767
HKN,HKN25-SCPT,7.48,6.85284,6.87833232,0.07276908,0.060696,97.0339126,1.067026391,-0.002019709,1.987107363,145.86,69.19,0.806122011,19.5,191.1
HKN,HKN25-SCPT,8.48,4.60708,4.64585944,0.04682132,0.092332,57.07618776,1.046617827,0.001239091,2.140687508,165.36,78.44,0.870936307,19.5,202.0604983
HKN,HKN25-SCPT,9.48,9.46892,9.44501696,0.1473718,-0.056912,105.4609597,1.590797963,-0.01535954,2.031282394,184.86,87.69,0.623434666,19.5,161.9074518
HKN,HKN25-SCPT,10.48,7.20664,7.13758864,0.08077472,-0.164408,71.68253643,1.235893158,-0.040352502,2.071475392,204.36,96.94,0.709620158,19.5,231.3275427
HKN,HKN25-SCPT,11.48,7.6636,7.69671952,0.08760068,0.078856,70.33869905,1.164196778,-0.00543571,2.063021013,223.86,106.19,0.671275031,19.5,216.36
HKN,HKN25-SCPT,12.225,6.66688,6.65561728,0.06333372,-0.026816,56.73765498,1.008999561,-0.023343129,2.08484476,238.29,113.035,0.729647024,19.5,195.1304889
HKN,HKN25-SCPT,12.475,7.59592,7.55951272,0.06383756,-0.086684,63.32780596,0.878951798,-0.029720943,2.016954154,243.36,115.44,0.717316984,19.5,166.480513
HKN,HKN25-SCPT,13.48,8.637807692,8.677743231,0.088303654,0.095084615,67.47209209,1.046774845,-0.005191248,2.032007017,262.86,124.69,0.635025416,19.5,198.9
HKN,HKN25-SCPT,14.48,9.269846154,9.326106769,0.102127308,0.133953846,67.52625441,1.129267038,-0.001596307,2.046079585,282.36,133.94,0.59169145,19.5,187.853877
HKN,HKN25-SCPT,15.48,8.283730769,8.331801385,0.093889539,0.114453846,56.11141739,1.172274709,-0.005410315,2.116818767,301.86,143.19,0.594999053,19.5,215.65
HKN,HKN25-SCPT,16.48,16.64130769,16.657552,0.130772615,0.038676923,106.995494,0.832355589,-0.007484061,1.779983219,321.36,152.44,0.523692051,19.5,222.198065
HKN,HKN25-SCPT,17.47,24.56364,24.62218968,0.16427812,0.139404,150.3234302,0.677268754,-0.001634307,1.592858817,340.665,161.5975,0.474214469,19.5,287.6467544
HKN,HKN25-SCPT,18.47,22.68036,22.74584304,0.15458512,0.155912,131.0842733,0.691828921,-0.001489061,1.639833434,360.165,170.8475,0.47528255,19.5,287.7089737
